University_Name,Region,Academic_Year,Course_Name,Degree_Level,Subject_Area,Applications_Received,Offers_Made,Students_Admitted,Acceptance_Rate,Enrolment_Rate,Employment_After_6_Months_prcntge,Further_Study_Rate_prcntge,Unemployment_Rate_prcntge,Avg_Salary_GBP,Top_Job_Sector,Student_Population,International_Students_prcntge,Male_Female_Ratio,Student_Satisfaction_Score
University of Southampton,South East,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,2255,1366,1247,0.61,0.91,73.85,11.23,14.92,41758,Finance,16810,37.06,1.25,63.32
University of Southampton,South East,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,3663,3225,2457,0.88,0.76,83.18,8.93,7.89,36867,Finance,17617,26.5,1.12,70.98
University of Southampton,South East,2021-2022,Medicine (Postgraduate),Postgraduate,Medicine,4674,2703,2114,0.58,0.78,91.3,19.37,-10.67,31885,Finance,28996,31.79,1.1,88.64
University of Southampton,South East,2022-2023,Medicine (Undergraduate),Undergraduate,Medicine,4302,3255,2463,0.76,0.76,79.47,8.65,11.88,22377,Healthcare,20307,26.48,0.9,93.64
University of Southampton,South East,2018-2019,Law (Postgraduate),Postgraduate,Law,3033,2028,1339,0.67,0.66,80.02,13.22,6.76,27486,Legal,22193,16.01,0.86,83.33
University of Southampton,South East,2019-2020,Law (Undergraduate),Undergraduate,Law,3872,3208,1929,0.83,0.6,83.26,6.89,9.85,35384,Healthcare,28333,21.53,1.04,72.62
University of Southampton,South East,2020-2021,Law (Undergraduate),Undergraduate,Law,2309,1715,1137,0.74,0.66,78.09,14.09,7.82,32913,Healthcare,38857,23.15,0.91,74.03
University of Southampton,South East,2021-2022,Law (Undergraduate),Undergraduate,Law,721,619,551,0.86,0.89,71.83,16.52,11.65,30033,Education,22564,11.24,0.93,73.3
University of Southampton,South East,2022-2023,Law (Undergraduate),Undergraduate,Law,2849,2342,1414,0.82,0.6,73.09,8.1,18.81,26753,Finance,18954,5.1,0.96,91.57
University of Southampton,South East,2018-2019,Economics (Postgraduate),Postgraduate,Economics,3319,2736,2268,0.82,0.83,84.54,6.48,8.98,43886,Science,26258,19.08,0.94,63.08
University of Southampton,South East,2019-2020,Economics (Undergraduate),Undergraduate,Economics,1987,1538,1149,0.77,0.75,62.81,17.21,19.98,36760,Arts,18203,29.42,0.94,60.27
University of Southampton,South East,2020-2021,Economics (Postgraduate),Postgraduate,Economics,2910,1715,1158,0.59,0.68,80.33,13.73,5.94,32119,Education,13395,27.26,0.77,61.89
University of Southampton,South East,2021-2022,Economics (Postgraduate),Postgraduate,Economics,412,237,198,0.58,0.84,86.87,15.52,-2.39,30077,Science,19762,33.24,1.06,72.43
University of Southampton,South East,2022-2023,Economics (Undergraduate),Undergraduate,Economics,4786,2521,2315,0.53,0.92,78.6,13.69,7.71,41197,Healthcare,18504,15.71,1.27,65.64
University of Southampton,South East,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1478,993,680,0.67,0.68,79.05,6.38,14.57,46812,Engineering,16214,32.52,1,70.46
University of Southampton,South East,2019-2020,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,4044,3014,2480,0.75,0.82,63.12,18.24,18.64,23709,Healthcare,28798,28.03,0.89,63.41
University of Southampton,South East,2020-2021,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,1688,1325,899,0.78,0.68,75.33,8.11,16.56,38809,Science,24351,13.71,1.09,62.2
University of Southampton,South East,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2444,1247,815,0.51,0.65,78.97,6.7,14.33,35764,Legal,29132,15.91,0.86,65.36
University of Southampton,South East,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,4745,3154,2506,0.66,0.79,83.28,15.86,0.86,41792,Education,37978,15.12,0.83,71.45
University of Southampton,South East,2018-2019,Education (Postgraduate),Postgraduate,Education,2921,2195,1607,0.75,0.73,74.56,8.17,17.27,48581,Healthcare,29550,24.17,1.21,63.64
University of Southampton,South East,2019-2020,Education (Postgraduate),Postgraduate,Education,4299,3589,2441,0.83,0.68,60.82,8.92,30.26,26232,Science,24043,18.08,0.97,80.34
University of Southampton,South East,2020-2021,Education (Postgraduate),Postgraduate,Education,843,495,316,0.59,0.64,91.85,14.02,-5.87,36844,Science,24487,24.39,0.76,75.64
University of Southampton,South East,2021-2022,Education (Undergraduate),Undergraduate,Education,397,345,211,0.87,0.61,82.12,6.63,11.25,48312,Science,29420,37.71,1.25,80.72
University of Southampton,South East,2022-2023,Education (Undergraduate),Undergraduate,Education,4143,3322,2261,0.8,0.68,66.69,17.2,16.11,42247,Engineering,29209,26.55,0.9,69.56
University of Southampton,South East,2018-2019,History (Undergraduate),Undergraduate,History,3161,1880,1699,0.59,0.9,62.84,16.67,20.49,48622,Science,11986,34.29,1.23,63.02
University of Southampton,South East,2019-2020,History (Undergraduate),Undergraduate,History,2139,1188,1116,0.56,0.94,80.85,11.5,7.65,23851,Arts,21740,19.47,0.84,60
University of Southampton,South East,2020-2021,History (Postgraduate),Postgraduate,History,1439,1088,926,0.76,0.85,80.41,18.29,1.3,45735,Engineering,35823,23.89,0.88,93.23
University of Southampton,South East,2021-2022,History (Undergraduate),Undergraduate,History,1306,1022,965,0.78,0.94,69.25,12.38,18.37,49095,IT,11792,25.08,1.15,66.41
University of Southampton,South East,2022-2023,History (Postgraduate),Postgraduate,History,4996,3942,3405,0.79,0.86,62.46,18.58,18.96,44474,Arts,23850,36.93,0.71,79.7
University of Southampton,South East,2018-2019,Physics (Undergraduate),Undergraduate,Physics,730,448,345,0.61,0.77,94.8,15.34,-10.14,24730,Engineering,27173,29.24,1.29,87.15
University of Southampton,South East,2019-2020,Physics (Undergraduate),Undergraduate,Physics,1839,989,882,0.54,0.89,89.85,7.38,2.77,36731,Science,15378,29.73,0.9,63.59
University of Southampton,South East,2020-2021,Physics (Undergraduate),Undergraduate,Physics,4704,2690,2426,0.57,0.9,73.21,13.94,12.85,36621,Education,17657,20.33,1.21,86.79
University of Southampton,South East,2021-2022,Physics (Postgraduate),Postgraduate,Physics,4020,2729,2548,0.68,0.93,77.68,16.36,5.96,41636,Science,28315,38.47,1.02,82.73
University of Southampton,South East,2022-2023,Physics (Undergraduate),Undergraduate,Physics,674,528,433,0.78,0.82,74.1,7.12,18.78,40883,Engineering,37696,17.75,1.03,84.94
University of Southampton,South East,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,2664,1677,1575,0.63,0.94,85.26,9.72,5.02,31084,IT,15714,15.22,1.04,71.94
University of Southampton,South East,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,3103,2034,1828,0.66,0.9,81.66,12.17,6.17,28387,Healthcare,21647,23.89,1.24,86.44
University of Southampton,South East,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,904,640,529,0.71,0.83,60.4,11.15,28.45,46017,Science,19949,7.63,1.02,69.06
University of Southampton,South East,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,3928,2292,1554,0.58,0.68,68.12,6.52,25.36,37003,Healthcare,30263,32.69,0.91,65.78
University of Southampton,South East,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,2007,1537,1090,0.77,0.71,72.53,16.85,10.62,47609,Engineering,38930,35.18,0.85,93.35
University of Nottingham,East Midlands,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,4264,3604,2728,0.85,0.76,77.7,10.36,11.94,43802,Science,36144,24.19,0.77,88.2
University of Nottingham,East Midlands,2019-2020,Computer Science (Undergraduate),Undergraduate,Computer Science,931,793,590,0.85,0.74,80.6,6.84,12.56,45573,Education,25878,6.4,0.88,63.84
University of Nottingham,East Midlands,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,1078,555,393,0.51,0.71,74.2,13.39,12.41,44524,Finance,22627,18.76,1.09,82.84
University of Nottingham,East Midlands,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,3503,2830,2084,0.81,0.74,84.69,7.22,8.09,44609,Science,21247,28.34,0.9,60.99
University of Nottingham,East Midlands,2022-2023,Computer Science (Postgraduate),Postgraduate,Computer Science,4475,3152,2708,0.7,0.86,82.1,14.89,3.01,38244,Education,14924,36.33,0.71,60.11
University of Nottingham,East Midlands,2018-2019,Business and Management (Postgraduate),Postgraduate,Business and Management,3614,2116,1691,0.59,0.8,75.34,18.73,5.93,42412,Arts,18160,21.81,1.06,66.06
University of Nottingham,East Midlands,2019-2020,Business and Management (Undergraduate),Undergraduate,Business and Management,2878,1500,1257,0.52,0.84,73.25,8.05,18.7,23816,Arts,33397,7.9,1.21,69.86
University of Nottingham,East Midlands,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,365,217,133,0.59,0.61,68.13,19.1,12.77,32550,Legal,25929,31.05,1,60.91
University of Nottingham,East Midlands,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,1516,983,803,0.65,0.82,74.33,7.98,17.69,40016,Science,16792,28.25,1.11,91.1
University of Nottingham,East Midlands,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,1387,760,641,0.55,0.84,75.42,7.05,17.53,30198,Legal,28235,19.44,1.07,69.2
University of Nottingham,East Midlands,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3672,2240,2041,0.61,0.91,67.13,13.44,19.43,33247,Engineering,37552,7.3,0.88,83.16
University of Nottingham,East Midlands,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,1798,1155,695,0.64,0.6,94.53,8.54,-3.07,35817,Arts,29176,11,0.77,83.83
University of Nottingham,East Midlands,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3269,1744,1476,0.53,0.85,73.81,13.11,13.08,35831,Science,15174,34.47,0.82,88.09
University of Nottingham,East Midlands,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,1483,1057,850,0.71,0.8,91.11,12.81,-3.92,25493,Engineering,18866,20.01,1.1,91.82
University of Nottingham,East Midlands,2022-2023,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2398,1540,1032,0.64,0.67,88.21,17.15,-5.36,43021,Finance,17556,12.64,0.75,89.38
University of Nottingham,East Midlands,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,4658,3615,2382,0.78,0.66,89.61,16.36,-5.97,29123,Education,8992,26.58,0.78,76.06
University of Nottingham,East Midlands,2019-2020,Psychology (Postgraduate),Postgraduate,Psychology,2854,1753,1290,0.61,0.74,61.17,17.88,20.95,35679,Science,24032,25.27,1.29,67.51
University of Nottingham,East Midlands,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,727,461,424,0.63,0.92,75.27,6.82,17.91,49865,Arts,26822,6.56,0.97,67.69
University of Nottingham,East Midlands,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,4866,2474,1973,0.51,0.8,87.88,10.32,1.8,43364,Education,35827,5.07,0.73,82.44
University of Nottingham,East Midlands,2022-2023,Psychology (Postgraduate),Postgraduate,Psychology,2618,1477,1151,0.56,0.78,89.66,8.98,1.36,34665,Engineering,38086,7.31,1.26,92.06
University of Nottingham,East Midlands,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,2510,1299,1173,0.52,0.9,64.64,17.56,17.8,43433,Education,19655,37.88,0.87,68.92
University of Nottingham,East Midlands,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,1603,1047,778,0.65,0.74,78.97,18.1,2.93,46989,Legal,14288,21.42,1.2,66.02
University of Nottingham,East Midlands,2020-2021,Medicine (Postgraduate),Postgraduate,Medicine,4847,3843,2690,0.79,0.7,78.92,17.07,4.01,48797,Healthcare,32823,23.78,0.9,69.83
University of Nottingham,East Midlands,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,3614,1849,1482,0.51,0.8,60.52,11.02,28.46,29143,Healthcare,31579,6.02,1.15,67.88
University of Nottingham,East Midlands,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,3096,2366,1939,0.76,0.82,94.15,17.35,-11.5,32324,Engineering,21092,28.09,1.22,72.1
University of Nottingham,East Midlands,2018-2019,Law (Undergraduate),Undergraduate,Law,1796,1008,919,0.56,0.91,68.64,19.19,12.17,29984,Education,32493,31.76,0.99,83.37
University of Nottingham,East Midlands,2019-2020,Law (Postgraduate),Postgraduate,Law,3864,2969,2548,0.77,0.86,92.23,9.81,-2.04,31415,Education,30919,33.06,1.29,83.77
University of Nottingham,East Midlands,2020-2021,Law (Postgraduate),Postgraduate,Law,1805,1567,1394,0.87,0.89,60.46,5.31,34.23,38867,Engineering,31998,38.36,0.82,91.17
University of Nottingham,East Midlands,2021-2022,Law (Undergraduate),Undergraduate,Law,840,572,518,0.68,0.91,82.19,5.54,12.27,49411,Science,27860,11.21,1.2,80.99
University of Nottingham,East Midlands,2022-2023,Law (Postgraduate),Postgraduate,Law,2890,2286,1564,0.79,0.68,84.88,5.64,9.48,49842,Engineering,37708,29.23,0.92,92.31
University of Nottingham,East Midlands,2018-2019,Economics (Postgraduate),Postgraduate,Economics,1482,1209,1101,0.82,0.91,94.8,10.38,-5.18,34808,Education,23593,34.05,1.19,75.18
University of Nottingham,East Midlands,2019-2020,Economics (Undergraduate),Undergraduate,Economics,2234,1847,1485,0.83,0.8,80.44,14.06,5.5,23807,Arts,12448,25.77,0.97,82.31
University of Nottingham,East Midlands,2020-2021,Economics (Postgraduate),Postgraduate,Economics,4032,2610,2178,0.65,0.83,94.04,6.92,-0.96,25888,IT,23229,27.94,0.88,94.92
University of Nottingham,East Midlands,2021-2022,Economics (Undergraduate),Undergraduate,Economics,2689,1552,1363,0.58,0.88,75.55,11.14,13.31,42524,IT,21523,27.19,1.2,61.19
University of Nottingham,East Midlands,2022-2023,Economics (Undergraduate),Undergraduate,Economics,2928,2551,1843,0.87,0.72,60.92,16.68,22.4,48100,Legal,29244,38.39,1.19,76.52
University of Nottingham,East Midlands,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,510,319,297,0.63,0.93,81.03,10.96,8.01,28833,IT,25518,15.11,0.81,65.21
University of Nottingham,East Midlands,2019-2020,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3644,3171,2795,0.87,0.88,94.91,16.59,-11.5,40957,Science,23792,11.65,0.91,81.82
University of Nottingham,East Midlands,2020-2021,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3632,1830,1215,0.5,0.66,84.24,9.78,5.98,34393,Science,20246,6.87,0.98,76.64
University of Nottingham,East Midlands,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,949,744,624,0.78,0.84,83.42,8.72,7.86,35299,Education,19904,12.57,0.81,86.2
University of Nottingham,East Midlands,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,1122,839,788,0.75,0.94,62.83,19.1,18.07,39203,Healthcare,10324,36.69,1.16,63.67
University of Nottingham,East Midlands,2018-2019,Education (Undergraduate),Undergraduate,Education,3825,3164,2197,0.83,0.69,70,13.91,16.09,30118,Finance,13634,10.79,1.18,64.75
University of Nottingham,East Midlands,2019-2020,Education (Undergraduate),Undergraduate,Education,2363,1353,1127,0.57,0.83,70.58,12.04,17.38,41129,Arts,11498,38.27,0.87,90.21
University of Nottingham,East Midlands,2020-2021,Education (Undergraduate),Undergraduate,Education,2567,1469,1315,0.57,0.9,86.12,15.7,-1.82,38583,IT,18161,12.94,1.04,68.23
University of Nottingham,East Midlands,2021-2022,Education (Undergraduate),Undergraduate,Education,1838,1544,1347,0.84,0.87,60.14,11.84,28.02,33983,Finance,21567,10.84,1.03,74.39
University of Nottingham,East Midlands,2022-2023,Education (Postgraduate),Postgraduate,Education,1648,1078,989,0.65,0.92,83.53,8.65,7.82,24762,Arts,36955,31.45,1.13,82.73
University of Nottingham,East Midlands,2018-2019,History (Postgraduate),Postgraduate,History,830,672,471,0.81,0.7,92.2,7.13,0.67,34439,Education,32321,29.15,0.79,84.84
University of Nottingham,East Midlands,2019-2020,History (Postgraduate),Postgraduate,History,1675,1263,890,0.75,0.7,94.23,19.97,-14.2,26173,Arts,23705,38.26,0.92,61.73
University of Nottingham,East Midlands,2020-2021,History (Undergraduate),Undergraduate,History,3581,1941,1314,0.54,0.68,92.94,5.78,1.28,45387,Education,39687,31,0.94,83.18
University of Nottingham,East Midlands,2021-2022,History (Postgraduate),Postgraduate,History,2688,1517,1060,0.56,0.7,76.45,11.81,11.74,39740,Education,11716,30.97,1.28,74.38
University of Nottingham,East Midlands,2022-2023,History (Postgraduate),Postgraduate,History,2623,1413,1127,0.54,0.8,84.91,7.35,7.74,37969,Science,39045,10.99,0.93,63.94
University of Nottingham,East Midlands,2018-2019,Physics (Postgraduate),Postgraduate,Physics,3091,2592,2407,0.84,0.93,75.7,18.8,5.5,23879,Healthcare,29048,10.74,0.75,89.74
University of Nottingham,East Midlands,2019-2020,Physics (Undergraduate),Undergraduate,Physics,627,373,251,0.59,0.67,68.19,16.94,14.87,26655,Education,26403,13.43,0.98,83.2
University of Nottingham,East Midlands,2020-2021,Physics (Undergraduate),Undergraduate,Physics,3285,2495,2086,0.76,0.84,84.77,7.79,7.44,24673,Science,21253,31.51,1,66.21
University of Nottingham,East Midlands,2021-2022,Physics (Postgraduate),Postgraduate,Physics,350,177,152,0.51,0.86,92.16,5.49,2.35,35464,Legal,25647,19.93,1.29,69.83
University of Nottingham,East Midlands,2022-2023,Physics (Undergraduate),Undergraduate,Physics,754,384,238,0.51,0.62,91.97,6.77,1.26,28108,Engineering,23374,18.03,1.25,94.68
University of Nottingham,East Midlands,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,2681,1631,1266,0.61,0.78,65.8,5.94,28.26,26695,Healthcare,21423,8.55,1.04,83.73
University of Nottingham,East Midlands,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,1615,1336,1142,0.83,0.85,69.71,8.57,21.72,27641,Engineering,15962,15.25,0.73,69.7
University of Nottingham,East Midlands,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,2669,2270,1635,0.85,0.72,78.81,16.41,4.78,40779,Healthcare,24362,31.55,0.89,67.37
University of Nottingham,East Midlands,2021-2022,Mathematics (Postgraduate),Postgraduate,Mathematics,4435,2634,1936,0.59,0.74,82.53,17,0.47,36726,Arts,21637,31.04,0.75,70.64
University of Nottingham,East Midlands,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,3182,1972,1204,0.62,0.61,85.29,15.77,-1.06,35902,Arts,38831,29.98,1.18,87.09
University of Sheffield,Yorkshire and the Humber,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,3025,2317,1965,0.77,0.85,80.46,6.71,12.83,43037,Engineering,31488,11.43,0.76,86.28
University of Sheffield,Yorkshire and the Humber,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,2244,1568,1010,0.7,0.64,91.81,18.88,-10.69,28108,Engineering,29797,17.97,1.05,64.32
University of Sheffield,Yorkshire and the Humber,2020-2021,Computer Science (Postgraduate),Postgraduate,Computer Science,1604,1364,891,0.85,0.65,69.31,16.4,14.29,37826,Arts,23237,39.4,1.06,64.84
University of Sheffield,Yorkshire and the Humber,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,3728,3006,2554,0.81,0.85,92.99,7.32,-0.31,22178,Healthcare,39901,21.44,0.92,70.71
University of Sheffield,Yorkshire and the Humber,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,496,397,300,0.8,0.76,87.63,5.32,7.05,48723,Finance,20518,9.1,0.96,69.62
University of Sheffield,Yorkshire and the Humber,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,775,580,443,0.75,0.76,82.11,5.95,11.94,28204,Science,31941,31.32,1.29,67.02
University of Sheffield,Yorkshire and the Humber,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,1889,1415,1319,0.75,0.93,93.41,9.84,-3.25,41200,Arts,23302,5.3,0.79,73.65
University of Sheffield,Yorkshire and the Humber,2020-2021,Business and Management (Postgraduate),Postgraduate,Business and Management,824,439,404,0.53,0.92,91.36,10.42,-1.78,25286,Science,16426,14.28,1.17,86.13
University of Sheffield,Yorkshire and the Humber,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,729,460,367,0.63,0.8,79.7,16.62,3.68,34267,Finance,28429,6.35,0.88,90.18
University of Sheffield,Yorkshire and the Humber,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,460,345,284,0.75,0.82,60.64,15.33,24.03,22650,Finance,13190,24.18,0.74,77.25
University of Sheffield,Yorkshire and the Humber,2018-2019,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3158,2238,1587,0.71,0.71,92.69,13.81,-6.5,37039,Legal,23791,9.06,1.13,77.17
University of Sheffield,Yorkshire and the Humber,2019-2020,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3901,2721,2200,0.7,0.81,73.29,9.91,16.8,28157,Finance,35095,10.35,1.27,62.83
University of Sheffield,Yorkshire and the Humber,2020-2021,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,386,282,205,0.73,0.73,82.3,12.07,5.63,28087,Science,11010,13.77,1.28,88.19
University of Sheffield,Yorkshire and the Humber,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3878,3107,2208,0.8,0.71,85.42,14.72,-0.14,43728,Science,21644,8.64,0.7,81.72
University of Sheffield,Yorkshire and the Humber,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3639,1856,1350,0.51,0.73,84.79,10.58,4.63,22195,Healthcare,15307,37.26,0.88,61.29
University of Sheffield,Yorkshire and the Humber,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,341,171,141,0.5,0.82,67.93,15.91,16.16,25289,Legal,17937,26.06,1.26,90.21
University of Sheffield,Yorkshire and the Humber,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,1054,831,782,0.79,0.94,83.5,13.45,3.05,27907,Science,39493,38.6,0.93,61.4
University of Sheffield,Yorkshire and the Humber,2020-2021,Psychology (Postgraduate),Postgraduate,Psychology,3692,2714,2154,0.74,0.79,71.73,7.35,20.92,41616,IT,13587,23.59,1.03,79
University of Sheffield,Yorkshire and the Humber,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,1385,797,518,0.58,0.65,81.89,17.35,0.76,32858,Engineering,37058,13.32,1.29,63.97
University of Sheffield,Yorkshire and the Humber,2022-2023,Psychology (Postgraduate),Postgraduate,Psychology,3165,2199,1449,0.69,0.66,66.49,9.49,24.02,39599,Education,16577,19.22,1.24,88.64
University of Sheffield,Yorkshire and the Humber,2018-2019,Medicine (Postgraduate),Postgraduate,Medicine,3779,2874,1853,0.76,0.64,86.17,18.08,-4.25,40496,Legal,18985,24.96,0.86,89.8
University of Sheffield,Yorkshire and the Humber,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,2426,2165,1895,0.89,0.88,75.3,13.67,11.03,27422,Education,38526,21.37,1.09,87.78
University of Sheffield,Yorkshire and the Humber,2020-2021,Medicine (Postgraduate),Postgraduate,Medicine,647,581,349,0.9,0.6,80.73,16.86,2.41,25816,Arts,9699,25.66,1.24,80.32
University of Sheffield,Yorkshire and the Humber,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,4054,2443,1473,0.6,0.6,72.35,8.24,19.41,29793,IT,25778,15.14,1.26,90.58
University of Sheffield,Yorkshire and the Humber,2022-2023,Medicine (Undergraduate),Undergraduate,Medicine,3294,1734,1374,0.53,0.79,69.8,5.84,24.36,45914,IT,23443,5.71,0.72,83
University of Sheffield,Yorkshire and the Humber,2018-2019,Law (Undergraduate),Undergraduate,Law,3781,2562,2074,0.68,0.81,84.67,13.28,2.05,40915,Education,35398,39.35,1,75.27
University of Sheffield,Yorkshire and the Humber,2019-2020,Law (Undergraduate),Undergraduate,Law,1172,659,460,0.56,0.7,91.05,6.01,2.94,49262,Science,12906,22.81,1.26,83.6
University of Sheffield,Yorkshire and the Humber,2020-2021,Law (Undergraduate),Undergraduate,Law,4046,2975,2798,0.74,0.94,77.7,8.29,14.01,49391,Arts,10724,29.14,1.27,91.63
University of Sheffield,Yorkshire and the Humber,2021-2022,Law (Postgraduate),Postgraduate,Law,3550,2009,1412,0.57,0.7,79.8,8.46,11.74,31086,Arts,28072,30.92,0.88,67.7
University of Sheffield,Yorkshire and the Humber,2022-2023,Law (Undergraduate),Undergraduate,Law,1700,1292,1084,0.76,0.84,80.18,14.48,5.34,44036,Engineering,33982,10.75,1.1,89.15
University of Sheffield,Yorkshire and the Humber,2018-2019,Economics (Postgraduate),Postgraduate,Economics,3833,3221,2289,0.84,0.71,87.72,12.65,-0.37,39630,Education,12494,37.92,0.81,68.48
University of Sheffield,Yorkshire and the Humber,2019-2020,Economics (Postgraduate),Postgraduate,Economics,2978,1627,1403,0.55,0.86,81.44,18.19,0.37,33712,Finance,17730,19.53,0.96,65.84
University of Sheffield,Yorkshire and the Humber,2020-2021,Economics (Postgraduate),Postgraduate,Economics,690,367,246,0.53,0.67,92.64,12.41,-5.05,22237,Healthcare,9028,39.44,0.84,91.69
University of Sheffield,Yorkshire and the Humber,2021-2022,Economics (Undergraduate),Undergraduate,Economics,4853,2439,2060,0.5,0.84,61.38,10.82,27.8,47131,Science,11544,14.26,1.14,86.42
University of Sheffield,Yorkshire and the Humber,2022-2023,Economics (Postgraduate),Postgraduate,Economics,2623,1691,1221,0.64,0.72,90.29,5.68,4.03,36589,Arts,14038,18.61,0.71,93.74
University of Sheffield,Yorkshire and the Humber,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1715,1043,904,0.61,0.87,79.81,14.92,5.27,29747,Legal,29119,27.97,0.89,86.01
University of Sheffield,Yorkshire and the Humber,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4102,3306,2533,0.81,0.77,66.36,10.66,22.98,43046,IT,25697,29.78,1.03,81.29
University of Sheffield,Yorkshire and the Humber,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2605,1832,1179,0.7,0.64,81.44,7.37,11.19,23862,Education,12692,32.9,0.75,78
University of Sheffield,Yorkshire and the Humber,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3549,2835,2285,0.8,0.81,79.29,9.62,11.09,32513,Legal,39854,27.89,1.23,79.17
University of Sheffield,Yorkshire and the Humber,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2480,1509,1181,0.61,0.78,61.08,5.11,33.81,40197,IT,9490,21.37,0.94,92.69
University of Sheffield,Yorkshire and the Humber,2018-2019,Education (Postgraduate),Postgraduate,Education,2441,2080,1763,0.85,0.85,62.27,12.98,24.75,43899,Education,35668,8.21,1.16,85.99
University of Sheffield,Yorkshire and the Humber,2019-2020,Education (Postgraduate),Postgraduate,Education,718,471,390,0.66,0.83,72.75,11.29,15.96,37206,Finance,24895,13.68,1.11,72.73
University of Sheffield,Yorkshire and the Humber,2020-2021,Education (Postgraduate),Postgraduate,Education,2019,1503,1134,0.74,0.75,91,11.13,-2.13,25900,Healthcare,20483,7.25,1.15,83.55
University of Sheffield,Yorkshire and the Humber,2021-2022,Education (Undergraduate),Undergraduate,Education,2384,2014,1417,0.84,0.7,82.2,11.49,6.31,46523,Engineering,26842,26.69,0.94,85.59
University of Sheffield,Yorkshire and the Humber,2022-2023,Education (Undergraduate),Undergraduate,Education,793,436,360,0.55,0.83,68.97,17.19,13.84,33595,Finance,22231,32.12,0.99,71.14
University of Sheffield,Yorkshire and the Humber,2018-2019,History (Undergraduate),Undergraduate,History,2496,2050,1639,0.82,0.8,69.3,6.89,23.81,32485,Engineering,16863,24.83,1.24,71.99
